@RELATION Africa

@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE target REAL

@DATA
0.0,0.25,0.06493506493506551,1.0,7.02184185814777e-05,0.0,0.0,0.0,1.4526600233654886e-06,0.0,0.0,0.0,1.0
0.0,0.25,0.07142857142857117,0.0,7.093586530431768e-05,0.0,0.0,0.0,1.9396003787470643e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.07792207792207861,0.0,7.02318539133661e-05,0.0,0.0,0.0,1.127051173000896e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.08441558441558428,0.0,6.943379519919577e-05,0.0,0.0,0.0,1.8056631539225866e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.09090909090909172,0.0,6.893400085294769e-05,0.0,0.0,0.0,1.1211407878754492e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.09740259740259738,0.0,6.925376175189135e-05,0.0,0.0,0.0,3.446136316106294e-07,0.0,0.0,0.0,0.0
0.0,0.25,0.10389610389610482,0.0,6.968503590550865e-05,0.0,0.0,0.0,1.2156855580722242e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.11038961038961048,0.0,6.968503590550865e-05,0.0,0.0,0.0,2.6202321983698337e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.11688311688311614,0.0,6.97938620938046e-05,0.0,0.0,0.0,1.228282806473355e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.12337662337662358,0.0,6.990268828210055e-05,0.0,0.0,0.0,5.307379018250746e-07,0.0,0.0,0.0,0.0
0.0,0.25,0.12987012987012925,0.0,7.034202363485088e-05,0.0,0.0,0.0,1.4726572015272735e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.1363636363636367,0.0,6.990268828210055e-05,0.0,0.0,0.0,1.8700223699765513e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.14285714285714235,0.0,6.81990881986528e-05,0.0,0.0,0.0,7.342524987590426e-07,0.0,0.0,0.0,0.0
0.0,0.25,0.1493506493506498,0.0,6.98664128860019e-05,0.0,0.0,0.0,1.2329231126586156e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.15584415584415545,0.0,7.008540879578266e-05,0.0,0.0,0.0,5.71180795571153e-07,0.0,0.0,0.0,0.0
0.0,0.25,0.5129870129870131,0.0,0.0006032867077843436,0.0,0.0,0.0,1.7398233340460636e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.5194805194805188,0.0,0.00066087054025798,0.0,0.0,0.0,2.306730168189252e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.5259740259740262,0.0,0.0006037435090685488,0.0,0.0,0.0,2.040306363414379e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.5324675324675319,0.0,0.0010076498916291956,0.0,0.0,0.0,2.575163635320889e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.5389610389610393,0.0,0.0006717665944194637,0.0,0.0,0.0,3.403571651728191e-06,0.0,0.5,1.0,0.0
0.0,0.25,0.545454545454545,0.0,0.0006717665944194637,0.0,0.0,0.0,3.1909815892485098e-06,0.0,0.5,1.0,0.0
0.0,0.25,0.5519480519480524,0.0,0.0016001480279071627,0.0,0.0,0.0,2.6336802736497562e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.5584415584415581,0.0,0.0016001480279071627,0.0,0.0,0.0,2.1229896132348235e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.5649350649350655,0.0,0.0016028350942848405,0.0,0.0,0.0,4.444480855919671e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.5714285714285712,0.0,0.0035764853486892245,0.0,0.0,0.0,4.1900708569269065e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.5779220779220786,0.0,0.004688930829047857,0.0,0.0,0.0,2.369890984011682e-06,0.0,0.0,1.0,0.0
0.0,0.25,0.5844155844155843,0.0,0.004701022627747407,0.0,0.0,0.0,1.2961571159398935e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.5909090909090917,0.0,0.004702366160936246,0.0,0.0,0.0,1.6027354576774621e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.5974025974025974,0.0,0.004702366160936246,0.0,0.0,0.0,1.58337261504332e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6038961038961048,0.0,0.004702366160936246,0.0,0.0,0.0,1.2511315838999764e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6103896103896105,0.0,0.004702366160936246,0.0,0.0,0.0,1.3416329032956622e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6168831168831161,0.0,0.004702366160936246,0.0,0.0,0.0,1.2961571159398935e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6233766233766236,0.0,0.004702366160936246,0.0,0.0,0.0,1.3862081800197278e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6298701298701292,0.0,0.005641495859934656,0.0,0.0,0.0,1.4286108655096478e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6363636363636367,0.0,0.006591373824443777,0.0,0.0,0.0,1.8538790361863849e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6428571428571423,0.0,0.006595404424010295,0.0,0.0,0.0,1.716521536875953e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.6493506493506498,0.0,0.006633103965289115,0.0,0.0,0.0,1.5410267401807542e-06,0.0,0.5,0.0,0.0
0.0,0.25,0.6558441558441555,0.0,0.006633103965289115,0.0,0.0,0.0,1.4289331374076283e-06,0.0,0.0,0.0,0.0
0.0,0.25,0.7012987012987022,0.0,0.006633103965289115,0.0,0.0,0.0,1.5962967594114412e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7077922077922079,0.0,0.006633103965289115,0.0,0.0,0.0,1.4156052679580923e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7142857142857153,0.0,0.006633103965289115,0.0,0.0,0.0,1.4624311911034305e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.720779220779221,0.0,0.006239368128967979,0.0,0.0,0.0,1.5768707958387398e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7272727272727266,0.0,0.0061211372083501536,0.0,0.0,0.0,1.5114498942768078e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7337662337662341,0.0,0.00562268639529091,0.0,0.0,0.0,1.703671774570138e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7402597402597397,0.0,0.005370102155789193,0.0,0.0,0.0,1.6999444477953368e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7467532467532472,0.0,0.005542074403960575,0.0,0.0,0.0,1.8463656575697322e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7532467532467528,0.0,0.005856461170148885,0.0,0.0,0.0,2.077136420500758e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7597402597402603,0.0,0.005421156416965073,0.0,0.0,0.0,1.8168721087559695e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7662337662337659,0.0,0.005151778012602867,0.0,0.0,0.0,1.7358394299685508e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7727272727272734,0.0,0.005045638890684592,0.0,0.0,0.0,1.960539172968316e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.779220779220779,0.0,0.0053358420594737995,0.0,0.0,0.0,1.7358170280954656e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7857142857142865,0.0,0.005881988300736825,0.0,0.0,0.0,1.9605583692076747e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7922077922077921,0.0,0.006227948096862848,0.0,0.0,0.0,1.5959789819764769e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.7987012987012996,0.0,0.006605480922926587,0.0,0.0,0.0,1.6524599098723414e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.8051948051948052,0.0,0.006882517466465173,0.0,0.0,0.0,1.5831093341547943e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.8116883116883127,0.0,0.006412415203690433,0.0,0.0,0.0,1.770560529635273e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.8181818181818183,0.0,0.006480532336364566,0.0,0.0,0.0,1.9331364694321463e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.824675324675324,0.0,0.006632082880065598,0.0,0.0,0.0,1.562508802482631e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.8311688311688314,0.0,0.009043053187437053,0.0,0.0,0.0,1.5661923412584484e-06,1.0,0.5,0.0,0.0
0.0,0.25,0.8376623376623371,0.0,0.010791795986029801,0.0,0.0,0.0,1.7132610375670045e-06,1.0,0.5,0.0,0.0
0.0,0.25,0.8441558441558445,1.0,0.016378744398497597,0.0,0.0,0.0,1.7178086163025811e-06,1.0,0.5,0.0,1.0
0.0,0.25,0.8506493506493502,1.0,0.02874072762232345,0.0,1.0,0.5750000000000001,2.4739800084543034e-06,1.0,0.5,1.0,1.0
0.0,0.25,0.8571428571428577,1.0,0.030607566988215144,0.0,1.0,0.5750000000000001,2.7377395751177623e-06,1.0,0.0,1.0,1.0
0.0,0.25,0.8636363636363633,0.0,0.032410051114361446,0.0,1.0,0.5750000000000001,2.2284107567331525e-06,1.0,0.0,1.0,0.0
0.0,0.25,0.8701298701298708,0.0,0.05762749730227369,0.0,1.0,0.5750000000000001,2.6149549492571866e-06,1.0,0.5,1.0,0.0
0.0,0.25,0.8766233766233764,0.0,0.07009884412767103,0.0,1.0,0.5750000000000001,2.6513355791418017e-06,1.0,0.5,1.0,0.0
0.0,0.25,0.8831168831168839,0.0,0.07548762139478508,0.0,1.0,0.5750000000000001,2.1465543394927686e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.8896103896103895,0.0,0.07848101333951822,0.0,0.0,0.0,1.5553691038677753e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.896103896103897,0.0,0.08108639289931467,0.0,0.0,0.0,1.5212622633509488e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9025974025974026,0.0,0.09312606251113807,0.0,0.0,0.0,1.4143941630648923e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9090909090909101,0.0,0.10122555234005354,0.0,0.0,0.0,1.3097998521466242e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9155844155844157,0.0,0.10455321534216978,0.0,0.0,0.0,1.4871554228341223e-06,1.0,0.0,0.0,0.0
