@RELATION Africa

@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE target REAL

@DATA
0.0,0.25,0.9220779220779214,0.0,0.10711103382708134,0.0,0.0,0.0,1.3611874918586428e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9285714285714288,0.0,0.09755770673452326,0.0,0.0,0.0,1.4898384942881125e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9350649350649345,0.0,0.09755891591439321,0.0,0.0,0.0,1.476786943317007e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9415584415584419,0.0,0.09858833104368162,0.0,0.0,0.0,1.3590046540655658e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9480519480519476,0.0,0.09560340335803816,0.0,0.0,0.0,1.4014335636684982e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.954545454545455,0.0,0.08978818865678663,0.0,0.0,0.0,1.4632351586849878e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9610389610389607,0.0,0.09563618556784582,0.0,0.0,0.0,1.5169420635521508e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9675324675324681,0.0,0.09771637800412515,0.0,0.0,0.0,1.5573245627240733e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9740259740259738,0.0,0.10068934824438794,0.0,0.0,0.0,1.4741038718630166e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9805194805194812,0.0,0.1021841632702901,0.0,0.0,0.0,1.5017986263626797e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9870129870129869,0.0,0.10493330088129234,0.0,0.0,0.0,1.7016192360039275e-06,1.0,0.0,0.0,0.0
0.0,0.25,0.9935064935064943,0.0,0.10499537386120983,0.0,0.0,0.0,1.4441808037829208e-06,1.0,0.0,0.0,0.0
0.0,0.25,1.0,0.0,0.1181915528113862,0.0,0.0,0.0,1.4288099876566709e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.39610389610389696,0.0,1.679416486048659e-11,0.0,0.0,0.0,2.643587852423958e-06,0.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.4025974025974026,0.0,2.969208347334029e-11,0.0,0.0,0.0,3.3750502520087105e-06,0.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.40909090909091006,0.0,3.775328260637386e-11,0.0,0.0,0.0,4.417044483474816e-06,0.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.4155844155844157,0.0,2.794549032784969e-11,0.0,0.0,0.0,7.059948767055894e-06,0.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.4220779220779214,0.0,2.6198897182359085e-11,0.0,0.0,0.0,6.01485365033713e-08,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4285714285714288,0.0,2.6198897182359085e-11,0.0,0.0,0.0,9.75905092313484e-07,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4350649350649345,0.0,2.713937041454633e-11,0.0,0.0,0.0,5.037759728126084e-07,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4415584415584419,0.0,3.049820338664365e-11,0.0,0.0,0.0,8.789480576121487e-07,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4480519480519476,0.0,2.9826436792224186e-11,0.0,0.0,0.0,1.0664814222013817e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.45454545454545503,0.0,2.9960790111108085e-11,0.0,0.0,0.0,1.054264630012694e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4610389610389607,0.0,4.164952885400675e-11,0.0,0.0,0.0,1.2961571159398935e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.46753246753246813,0.0,4.4470948550568495e-11,0.0,0.0,0.0,1.1939643353758626e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4740259740259738,0.0,2.8617256922269153e-11,0.0,0.0,0.0,1.4006991558512802e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.48051948051948123,0.0,2.9826436792224186e-11,0.0,0.0,0.0,1.4494462868086778e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.4870129870129869,0.0,2.9960790111108085e-11,0.0,0.0,0.0,1.5433081341916075e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.49350649350649434,0.0,3.0229496748875865e-11,0.0,0.0,0.0,1.2492748609362904e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5,0.0,2.969208347334029e-11,0.0,0.0,0.0,1.3908983395825864e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5064935064935074,0.0,3.1707383256598684e-11,0.0,0.0,0.0,1.3889648452587264e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5129870129870131,0.0,3.721586933083829e-11,0.0,0.0,0.0,1.3416329032956622e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5194805194805188,0.0,3.3722683039857076e-11,0.0,0.0,0.0,1.9265145644987334e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5259740259740262,0.0,3.358832972097318e-11,0.0,0.0,0.0,2.047496211363257e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5324675324675319,0.0,3.358832972097318e-11,0.0,0.0,0.0,2.110648829720258e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5389610389610393,0.0,3.358832972097318e-11,0.0,0.0,0.0,1.9293642815207313e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.545454545454545,0.0,3.358832972097318e-11,0.0,0.0,0.0,1.649857684272645e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5519480519480524,0.0,3.358832972097318e-11,0.0,0.0,0.0,1.5305683909579086e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5584415584415581,0.0,3.533492286646379e-11,0.0,0.0,0.0,1.519077642179395e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5649350649350655,0.0,3.358832972097318e-11,0.0,0.0,0.0,1.9124177857525804e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5714285714285712,0.0,3.466315627204433e-11,0.0,0.0,0.0,5.288701689458909e-07,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5779220779220786,0.0,3.8425049200793326e-11,0.0,0.0,0.0,1.2511315838999764e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5844155844155843,0.0,3.9096815795212786e-11,0.0,0.0,0.0,1.4780602653629685e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5909090909090917,0.0,3.9096815795212786e-11,0.0,0.0,0.0,9.463433670633575e-07,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.5974025974025974,0.0,3.89624624763289e-11,0.0,0.0,0.0,1.4382689514266708e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6038961038961048,0.0,3.89624624763289e-11,0.0,0.0,0.0,1.2961571159398935e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6103896103896105,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.1124165609854647e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6168831168831161,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.2961571159398935e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6233766233766236,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.4397648654916068e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6298701298701292,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.3425609805765721e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6363636363636367,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.388027393417108e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6428571428571423,0.0,3.8828109157445006e-11,0.0,0.0,0.0,1.2961571159398935e-06,0.0,0.5,0.0,0.0
0.014492753623188406,0.0,0.6493506493506498,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.2511315838999764e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6558441558441555,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.387108690651431e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.6623376623376629,0.0,3.8828109157445006e-11,0.0,0.0,0.0,1.5636617474363903e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.7142857142857153,0.0,3.8693755838561106e-11,0.0,0.0,0.0,1.6583914996752954e-06,0.0,0.5,0.0,0.0
0.014492753623188406,0.0,0.720779220779221,0.0,3.7081516011954394e-11,0.0,0.0,0.0,1.5589052373809817e-06,0.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.7272727272727266,0.0,3.627539609865104e-11,0.0,0.0,0.0,2.0145960899637463e-06,0.0,0.5,0.0,0.0
0.014492753623188406,0.0,0.7337662337662341,0.0,3.466315627204433e-11,0.0,0.0,0.0,2.0089832681948333e-06,0.0,0.5,0.0,0.0
0.014492753623188406,0.0,0.7402597402597397,0.0,3.305091644543761e-11,0.0,0.0,0.0,2.5428876450006694e-06,0.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.7467532467532472,0.0,3.694716269307051e-11,0.0,0.0,0.0,2.61497472622235e-06,1.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.7532467532467528,0.0,4.017164234628393e-11,1.0,0.0,0.0,4.966048810338949e-06,1.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.7597402597402603,0.0,4.017164234628393e-11,0.0,0.0,0.0,4.434411678025584e-06,1.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.7662337662337659,0.0,4.017164234628393e-11,0.0,0.0,0.0,3.49996236981012e-06,1.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.7727272727272734,0.0,4.017164234628393e-11,0.0,0.0,0.0,5.9029142939766865e-06,1.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.779220779220779,0.0,4.017164234628393e-11,0.0,0.0,0.0,3.420219937746967e-06,1.0,0.0,1.0,0.0
0.014492753623188406,0.0,0.8506493506493502,0.0,2.418359739910069e-10,0.0,1.0,0.0,5.173650124829515e-06,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.8571428571428577,0.0,7.389432538614101e-10,1.0,1.0,0.0,1.4897828686688253e-05,1.0,0.5,1.0,1.0
0.014492753623188406,0.0,0.8636363636363633,0.0,8.732965727453028e-09,1.0,1.0,0.0,6.402891435432633e-05,1.0,0.5,1.0,1.0
0.014492753623188406,0.0,0.8701298701298708,0.0,6.842103988144899e-07,1.0,1.0,0.0,4.448774114861572e-05,1.0,0.5,1.0,1.0
0.014492753623188406,0.0,0.8766233766233764,0.0,7.647390910871174e-06,1.0,1.0,0.0,0.00012281792036164575,1.0,1.0,1.0,1.0
0.014492753623188406,0.0,0.8831168831168839,0.0,0.0002713856429463303,1.0,1.0,0.0,0.00018983922625083062,1.0,0.5,1.0,1.0
0.014492753623188406,0.0,0.8896103896103895,0.0,0.0003525108639548024,1.0,1.0,0.0,1.1368680208943821e-05,1.0,0.5,1.0,1.0
0.014492753623188406,0.0,0.896103896103897,0.0,0.000935770866026313,1.0,1.0,0.0,6.181575475782772e-06,1.0,0.5,1.0,1.0
0.014492753623188406,0.0,0.9025974025974026,0.0,0.007496807711066108,1.0,1.0,0.0,1.2585430375434769e-05,1.0,1.0,1.0,0.0
0.014492753623188406,0.0,0.9090909090909101,0.0,0.022595326204582867,1.0,1.0,0.0,1.6077106804398047e-05,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.9155844155844157,0.0,0.042925025522162874,1.0,1.0,0.0,8.235125605407221e-06,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.9220779220779214,0.0,0.07882021516370438,1.0,1.0,0.0,6.2481520284716176e-06,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.9285714285714288,0.0,0.10624860643783375,0.0,1.0,0.0,5.768336996080902e-06,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.9350649350649345,0.0,0.11552744969991204,0.0,0.0,0.0,3.2770369373698237e-06,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.9415584415584419,0.0,0.10852995266314602,0.0,0.0,0.0,2.3403266694156996e-06,1.0,0.5,1.0,0.0
0.014492753623188406,0.0,0.9480519480519476,0.0,0.10783791215290699,0.0,0.0,0.0,1.9012124667083965e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.954545454545455,0.0,0.10079589042626284,0.0,0.0,0.0,1.8531900352607047e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.9610389610389607,0.0,0.10099204627183334,0.0,0.0,0.0,1.8630128053295508e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.9675324675324681,0.0,0.12010918001582242,0.0,0.0,0.0,1.920130394248396e-06,1.0,0.5,0.0,0.0
0.014492753623188406,0.0,0.9740259740259738,0.0,0.12446894521360476,0.0,0.0,0.0,1.954646516851425e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.9805194805194812,0.0,0.1280010939670623,0.0,0.0,0.0,1.909352632645079e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.9870129870129869,0.0,0.1287452571295043,0.0,0.0,0.0,1.763875588893975e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,0.9935064935064943,0.0,0.13107509790312577,0.0,0.0,0.0,1.6955254804982546e-06,1.0,0.0,0.0,0.0
0.014492753623188406,0.0,1.0,0.0,0.13635518333526273,0.0,0.0,0.0,1.6279484604875822e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6298701298701292,0.0,0.28207459348205427,0.0,0.0,0.0,1.6062193024482302e-06,0.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6363636363636367,0.0,0.3295684581191806,0.0,0.0,0.0,1.8766990823288851e-06,0.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6428571428571423,0.0,0.32976998796315315,0.0,0.0,0.0,1.4677638606940882e-06,0.0,0.5,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6493506493506498,0.0,0.3293400576114313,0.0,0.0,0.0,1.792256614407803e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6558441558441555,0.0,0.32925272808851014,0.0,0.0,0.0,1.5943590002318158e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6623376623376629,0.0,0.3291721160971798,0.0,0.0,0.0,1.6459708648164296e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6688311688311686,0.0,0.3292997516157662,0.0,0.0,0.0,1.4650671832483272e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.675324675324676,0.0,0.3291721160971798,0.0,0.0,0.0,1.7534205425775649e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6818181818181817,0.0,0.3292661632860452,0.0,0.0,0.0,1.723026208776674e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6883116883116891,0.0,0.3326451469719687,0.0,0.0,0.0,1.4210334198761557e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.6948051948051948,0.0,0.32973639963343215,0.0,0.0,0.0,1.3822471365295673e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7012987012987022,0.0,0.3323965934663868,0.0,0.0,0.0,1.514838497741843e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7077922077922079,0.0,0.37338776203754553,0.0,0.0,0.0,1.3198671197847865e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7142857142857153,0.0,0.3708484861915865,0.0,0.0,0.0,1.4659837077237898e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.720779220779221,0.0,0.3509642089695155,0.0,0.0,0.0,2.5558150757220396e-06,1.0,0.0,1.0,0.0
0.13043478260869565,0.08333333333333333,0.7272727272727266,0.0,0.34401142968834686,0.0,0.0,0.0,8.949001686724104e-07,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7337662337662341,0.0,0.31630107728412854,0.0,0.0,0.0,1.5528752703529506e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7402597402597397,0.0,0.29856645168631335,0.0,0.0,0.0,1.7300863846097933e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7467532467532472,0.0,0.3013206927081334,0.0,0.0,0.0,2.025037331195389e-06,1.0,0.0,0.0,0.0
0.13043478260869565,0.08333333333333333,0.7532467532467528,1.0,0.3338509670684784,0.0,0.0,0.0,1.7741308568932259e-06,1.0,0.0,0.0,1.0
0.13043478260869565,0.08333333333333333,0.7597402597402603,1.0,0.3160659589760817,0.0,0.0,0.0,1.8028167034263947e-06,1.0,0.0,0.0,1.0
