0,1,2,3,4,5,6,7,8,9,10,target
0.6666666666666666,0.3539094650205761,1.0,0.05232067510548524,1.0,1.0,0.5454545454545455,0.8823529411764706,1.0,0.15474104179872478,0.3454845368931574,1
0.5,0.44032921810699577,0.0,0.08270042194092828,1.0,0.41666666666666663,0.0,0.7058823529411764,0.5,0.4775430580083997,0.29198677238252246,0
0.9999999999999999,0.49794238683127556,0.0,0.08016877637130802,1.0,0.6666666666666666,0.0,0.7254901960784315,1.0,0.020340057421976962,0.0,0
0.9999999999999999,0.6008230452674899,0.0,0.11476793248945148,1.0,0.6666666666666666,0.5454545454545455,0.9019607843137254,0.5,0.00014236853790901283,0.0,1
0.8333333333333334,0.2757201646090537,1.0,0.034599156118143466,1.0,0.25,0.0,0.7058823529411764,0.5,0.00015423258273476737,0.0,0
0.5,0.5144032921810697,1.0,0.01687763713080169,1.0,0.41666666666666663,0.9090909090909092,0.41176470588235303,1.0,0.00011694558471098127,0.0,1
0.6666666666666666,0.382716049382716,1.0,0.05316455696202532,1.0,1.0,0.0,0.9215686274509802,0.5,5.0845906396077e-05,0.0,1
0.6666666666666666,0.5679012345679011,1.0,0.17130801687763714,1.0,1.0,0.5454545454545455,0.9411764705882355,0.75,0.15474104179872478,0.39915027019145694,0
0.9999999999999999,0.5432098765432096,0.0,0.3949367088607595,1.0,0.6666666666666666,0.9090909090909092,0.7254901960784315,0.5,0.15474104179872478,0.39915027019145694,0
0.5,0.3662551440329218,1.0,0.06751054852320676,1.0,0.41666666666666663,0.9090909090909092,0.9215686274509802,0.75,7.965858668718129e-05,0.0,0
0.9999999999999999,0.29218106995884785,1.0,0.055696202531645575,1.0,0.6666666666666666,0.5454545454545455,0.9803921568627452,0.75,0.15474104179872478,0.27465518256376714,0
0.9999999999999999,0.6831275720164607,0.0,0.06835443037974684,1.0,0.6666666666666666,0.0,0.27450980392156854,0.5,4.237158866339519e-05,0.25192427397126943,0
0.9999999999999999,0.3868312757201644,1.0,0.09367088607594938,1.0,0.6666666666666666,0.5454545454545455,0.8039215686274508,0.5,0.15474104179872478,0.0,0
0.5,0.2674897119341564,1.0,0.055696202531645575,1.0,0.41666666666666663,0.5454545454545455,0.9215686274509802,0.0,7.287913250104971e-05,0.2853457475051933,0
0.9999999999999999,0.34156378600823034,1.0,0.05316455696202532,0.0,0.6666666666666666,0.5454545454545455,0.8039215686274508,1.0,0.00012541990244366308,0.0,1
0.9999999999999999,0.34156378600823034,0.0,0.0810126582278481,1.0,0.6666666666666666,0.5454545454545455,0.5098039215686274,1.0,0.4916256792165663,0.31525939649197066,1
0.5,0.5185185185185186,0.0,0.09620253164556963,1.0,0.41666666666666663,0.5454545454545455,0.33333333333333326,1.0,2.3728089651509077e-05,0.0,0
0.9999999999999999,0.44032921810699577,0.0,0.1139240506329114,1.0,0.6666666666666666,0.5454545454545455,0.607843137254902,1.0,2.542295319804544e-05,0.0,0
0.5,0.5144032921810697,0.0,0.01687763713080169,1.0,0.41666666666666663,0.5454545454545455,0.8039215686274508,0.5,0.4745939954374273,0.25585226768814945,0
0.5,0.5596707818930042,1.0,0.12573839662447256,0.0,0.41666666666666663,0.5454545454545455,0.8039215686274508,1.0,0.15474104179872478,0.26353361029015987,0
0.9999999999999999,0.47736625514403297,1.0,0.08776371308016878,1.0,0.6666666666666666,0.9090909090909092,0.41176470588235303,0.5,0.15474104179872478,0.28182706256100176,0
0.6666666666666666,0.9300411522633745,1.0,0.01687763713080169,1.0,1.0,0.5454545454545455,0.5490196078431373,1.0,9.830208569908128e-05,0.0,0
0.9999999999999999,0.34567901234567877,1.0,0.04725738396624473,0.0,0.6666666666666666,0.5454545454545455,0.8627450980392157,1.0,8.474317732681813e-06,0.24387965869318576,1
0.9999999999999999,0.3374485596707819,1.0,0.0540084388185654,1.0,0.6666666666666666,0.8181818181818182,0.9215686274509802,1.0,0.018648583602534158,0.0,1
0.9999999999999999,0.6008230452674899,1.0,0.1139240506329114,1.0,0.6666666666666666,0.9090909090909092,0.8039215686274508,1.0,0.4915951716727286,0.5825047620998544,0
0.5,0.6543209876543208,1.0,0.13670886075949368,1.0,0.41666666666666663,0.5454545454545455,0.4509803921568627,1.0,0.15440376395296412,0.0,0
0.6666666666666666,0.6090534979423867,1.0,0.012658227848101266,1.0,1.0,0.5454545454545455,0.9019607843137254,0.75,0.01864349901189455,0.31525939649197066,0
0.9999999999999999,0.3909465020576133,1.0,0.04978902953586498,1.0,0.6666666666666666,0.5454545454545455,0.607843137254902,1.0,6.1015087675295177e-05,0.2921917773532352,0
0.5,0.6790123456790123,0.0,0.15611814345991562,1.0,0.41666666666666663,0.5454545454545455,0.5098039215686274,0.5,3.72869980237861e-05,0.2990086485803034,0
0.9999999999999999,0.6008230452674899,1.0,0.09367088607594938,1.0,0.6666666666666666,0.5454545454545455,0.37254901960784315,1.0,8.643804087332674e-05,0.0,0
0.9999999999999999,0.42798353909465003,1.0,0.02953586497890296,1.0,0.6666666666666666,0.5454545454545455,0.2941176470588236,0.5,1.864349901189999e-05,0.0,1
0.9999999999999999,0.6337448559670782,0.0,0.3181434599156118,1.0,0.6666666666666666,0.4545454545454546,0.9803921568627452,0.75,3.0507543837654527e-05,0.0,0
0.5,0.20576131687242816,1.0,0.02953586497890296,1.0,0.41666666666666663,0.5454545454545455,0.8235294117647061,1.0,0.000152537719188231,0.0,0
0.6666666666666666,0.49794238683127556,0.0,0.09451476793248946,1.0,1.0,0.0,0.9607843137254903,0.75,0.15474104179872478,0.0,0
0.6666666666666666,0.9670781893004117,1.0,0.08016877637130802,1.0,1.0,0.5454545454545455,0.3529411764705883,1.0,0.4916222894894732,0.31525939649197066,0
0.9999999999999999,0.7777777777777777,0.0,0.07172995780590719,1.0,0.6666666666666666,0.5454545454545455,0.588235294117647,1.0,4.7456179303004276e-05,0.2896946336535197,0
0.9999999999999999,0.5102880658436213,0.0,0.0649789029535865,1.0,0.6666666666666666,0.0,0.8039215686274508,0.75,0.00012711476599018556,0.2990086485803034,1
0.9999999999999999,0.5432098765432096,0.0,0.09451476793248946,1.0,0.6666666666666666,0.0,0.8823529411764706,0.5,0.4745821313926015,0.7066919809946727,0
0.9999999999999999,0.5514403292181069,1.0,0.09451476793248946,1.0,0.6666666666666666,0.9090909090909092,0.47058823529411775,1.0,0.01864349901189455,0.28182706256100176,1
0.5,0.5432098765432096,1.0,0.062447257383966254,1.0,0.41666666666666663,0.5454545454545455,0.9215686274509802,0.75,0.15424783650668283,0.0,0
0.5,0.44855967078189307,1.0,0.06835443037974684,1.0,0.41666666666666663,0.9090909090909092,0.9411764705882355,0.75,0.00010508153988522673,0.0,0
0.5,0.46913580246913567,0.0,0.10464135021097047,1.0,0.41666666666666663,0.5454545454545455,0.7058823529411764,0.5,5.0845906396077e-05,0.3454845368931574,0
0.6666666666666666,0.34156378600823034,1.0,0.0379746835443038,1.0,1.0,0.5454545454545455,0.5098039215686274,1.0,0.0,0.28182706256100176,0
0.9999999999999999,0.19341563786008242,1.0,0.06329113924050633,1.0,0.6666666666666666,0.5454545454545455,0.7058823529411764,1.0,0.0001576223098278401,0.0,0
0.6666666666666666,0.641975308641975,0.0,0.18734177215189873,1.0,1.0,0.8181818181818182,0.43137254901960786,0.5,0.0001440634014555492,0.31525939649197066,0
0.9999999999999999,0.5102880658436213,0.0,0.0649789029535865,1.0,0.6666666666666666,0.0,0.8039215686274508,0.75,0.8999776278011856,0.23556211288231146,0
0.6666666666666666,0.24279835390946491,1.0,0.038818565400843885,1.0,1.0,0.5454545454545455,0.23529411764705888,1.0,0.00011694558471098127,0.0,0
0.0,0.0370370370370372,0.5,0.8312236286919832,1.0,0.08333333333333331,0.0,0.7058823529411764,1.0,0.9999999999999999,0.0,0
0.5,0.6460905349794239,0.0,0.1291139240506329,1.0,0.41666666666666663,0.5454545454545455,0.8039215686274508,0.5,2.8812680291118165e-05,0.31525939649197066,0
0.9999999999999999,0.29218106995884785,1.0,0.048945147679324896,1.0,0.6666666666666666,0.9090909090909092,0.9215686274509802,0.75,0.49166635594168306,0.28182706256100176,0
0.9999999999999999,0.3251028806584362,1.0,0.07257383966244726,1.0,0.6666666666666666,0.5454545454545455,0.9411764705882355,0.5,2.2033226104972714e-05,0.0,1
0.6666666666666666,0.596707818930041,1.0,0.07341772151898734,1.0,1.0,0.9090909090909092,0.392156862745098,1.0,0.020338362558430426,0.28182706256100176,0
0.5,0.2674897119341564,1.0,0.04472573839662448,1.0,0.41666666666666663,0.9090909090909092,0.9019607843137254,1.0,0.00015423258273476737,0.0,0
0.9999999999999999,0.34156378600823034,1.0,0.03375527426160338,1.0,0.6666666666666666,0.9090909090909092,0.9607843137254903,0.75,0.15474104179872478,0.2990086485803034,1
0.5,0.48559670781892983,0.0,0.3738396624472574,1.0,0.41666666666666663,0.0,0.21568627450980382,1.0,0.4745906057103343,0.28182706256100176,0
0.5,0.7283950617283952,1.0,0.05147679324894515,1.0,0.41666666666666663,0.5454545454545455,0.7058823529411764,1.0,3.0507543837654527e-05,0.24387965869318576,0
